"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","344","13.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","265","10.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","2,072","2.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","23","25.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","21","38.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","2,028","3.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","8,926","3.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","268","5.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","774","4.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","165","9.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","1,022","7.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","879","13.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","46,374","5.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","SALES","SALES: (1 TO 24 HEAD)","61,839","4.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","SALES","SALES: (100 OR MORE HEAD)","175","8.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","SALES","SALES: (25 TO 49 HEAD)","718","8.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","SALES","SALES: (50 TO 99 HEAD)","286","13.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","63,018","4.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN $","SALES","SALES: (1 TO 24 HEAD)","1,331,917,000","6.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN $","SALES","SALES: (100 OR MORE HEAD)","343,662,000","2.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN $","SALES","SALES: (25 TO 49 HEAD)","326,435,000","8.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN $","SALES","SALES: (50 TO 99 HEAD)","237,955,000","14.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","2,239,970,000","4.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","12,179","5.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","26,703","4.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","85,742","4.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","21,088","16.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","10,370","7.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","7,515","5.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","21,791","11.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","5,313","6.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","19,502","5.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","20,149","49.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","18,389","13.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","19,149","3.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","8,533","7.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","37,055","28.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","40,245","5.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","34,770","9.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","14,360","6.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","33,498","6.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","24,681","6.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","24,043","6.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (50,000 TO 99,999 $)","27,029","7.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (500,000 TO 999,999 $)","22,501","34.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","ECONOMIC CLASS","ECONOMIC CLASS: (LESS THAN 1,000 $)","1,175","6.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (1,000 TO 2,499 $)","8,806","7.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (1,000,000 OR MORE $)","36,791","28.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (10,000 TO 24,999 $)","39,977","5.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (100,000 TO 249,999 $)","34,854","9.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (2,500 TO 4,999 $)","14,603","6.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (25,000 TO 49,999 $)","33,740","6.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (250,000 TO 499,999 $)","24,627","6.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (5,000 TO 9,999 $)","24,439","5.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (50,000 TO 99,999 $)","26,956","7.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (500,000 TO 999,999 $)","21,880","37.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","FARM SALES","FARM SALES: (LESS THAN 1,000 $)","1,217","6.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1111)","4,843","10.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1112)","934","12.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1113)","1,028","20.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1114)","555","15.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1119)","4,906","3.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11191)","78","47.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11192)","85","6.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11193 & 11194 & 11199)","4,743","4.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112111)","30,337","7.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (112112)","1,119","5.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (11212)","2,132","6.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1122)","403","14.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1123)","2,428","9.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1124)","1,644","8.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","NAICS CLASSIFICATION","NAICS CLASSIFICATION: (1125 & 1129)","217,561","6.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","SALES","SALES: (1 TO 24 HEAD)","181,049","3.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","SALES","SALES: (100 OR MORE HEAD)","44,812","17.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","SALES","SALES: (25 TO 49 HEAD)","23,217","8.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","SALES","SALES: (50 TO 99 HEAD)","18,812","12.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, HORSES & PONIES - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","267,890","5.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - OPERATIONS WITH SALES","SALES","SALES: (1 TO 24 HEAD)","8,393","4.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - OPERATIONS WITH SALES","SALES","SALES: (25 TO 49 HEAD)","52","20.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - OPERATIONS WITH SALES","SALES","SALES: (50 OR MORE HEAD)","29","16.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","8,474","4.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $","SALES","SALES: (1 TO 24 HEAD)","9,665,000","7.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $","SALES","SALES: (25 TO 49 HEAD)","968,000","22.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $","SALES","SALES: (50 OR MORE HEAD)","1,994,000","17.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","12,627,000","6.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN HEAD","SALES","SALES: (1 TO 24 HEAD)","21,594","7.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN HEAD","SALES","SALES: (25 TO 49 HEAD)","1,653","20.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN HEAD","SALES","SALES: (50 OR MORE HEAD)","4,934","17.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, MULES & BURROS & DONKEYS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","28,181","6.6"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, PRODUCTS ONLY - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","9,837","7.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","EQUINE","EQUINE, PRODUCTS ONLY - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","338,221,000","3.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, (EXCL CATFISH & TROUT) - OPERATIONS WITH SALES & DISTRIBUTION","TOTAL","NOT SPECIFIED","756","5.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, (EXCL CATFISH & TROUT) - SALES & DISTRIBUTION, MEASURED IN $","TOTAL","NOT SPECIFIED","327,772,000","5.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, CATFISH - OPERATIONS WITH SALES & DISTRIBUTION","TOTAL","NOT SPECIFIED","646","3.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, CATFISH - SALES & DISTRIBUTION, MEASURED IN $","TOTAL","NOT SPECIFIED","428,754,000","0.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, TROUT - OPERATIONS WITH SALES & DISTRIBUTION","TOTAL","NOT SPECIFIED","836","1.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","FOOD FISH","FOOD FISH, TROUT - SALES & DISTRIBUTION, MEASURED IN $","TOTAL","NOT SPECIFIED","299,488,000","0.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GEESE","GEESE - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2,005","5.1"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GEESE","GEESE - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","58,820","15.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (1,000 TO 1,999 ACRES)","631","9.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (1.0 TO 9.9 ACRES)","15,939","9.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (10.0 TO 49.9 ACRES)","26,083","8.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (100 TO 139 ACRES)","2,455","6.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (140 TO 179 ACRES)","1,645","5.7"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (180 TO 219 ACRES)","994","11.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (2,000 OR MORE ACRES)","971","4.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (220 TO 259 ACRES)","683","9.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (260 TO 499 ACRES)","1,999","3.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (50.0 TO 69.9 ACRES)","3,658","9.4"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (500 TO 999 ACRES)","1,102","3.9"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","AREA OPERATED","AREA OPERATED: (70.0 TO 99.9 ACRES)","3,465","8.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (1,000 TO 2,499 $)","13,654","11.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (1,000,000 OR MORE $)","507","5.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (10,000 TO 24,999 $)","8,509","6.8"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (100,000 TO 249,999 $)","1,660","3.3"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (2,500 TO 4,999 $)","11,207","9.5"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (25,000 TO 49,999 $)","3,690","5.2"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (250,000 TO 499,999 $)","799","6.0"
"CENSUS","2022","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","GOATS","GOATS - OPERATIONS WITH SALES","ECONOMIC CLASS","ECONOMIC CLASS: (5,000 TO 9,999 $)","9,937","8.3"
